id,title,city,property,area(m²),price(TND),longitude,latitude,link
128,Vente terrain à Cité Bou Akroucha. Surface de 186 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,186,78 120,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942076/vente-terrain-%C3%A0-cit%C3%A9-bou-akroucha-surface-de-186-m%C2%B2
129,Terrain habitation ind. En vente,Sousse Corniche à       Sousse Ville      ,Terrain,380,350 000,10.6342606,35.8353947,https://www.mubawab.tn/fr/a/7920490/terrain-habitation-ind-en-vente
130,Terrain ET maisonnette,El Menzah 9 à       El Menzah      ,Terrain,528,1 300 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7890693/terrain-et-maisonnette
131,Terrain 800m²,Chotrana 3 à       La Soukra      ,Terrain,800,800 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7751253/terrain-800m%C2%B2
132,Terrain clôture de 150m² à Ras Jebel,Ras Jebel      ,Terrain,150,75 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7956792/terrain-cl%C3%B4ture-de-150m%C2%B2-%C3%A0-ras-jebel
133,Terrain à manzel abdrahmen bizerte,Bizerte      ,Terrain,530,238 500,9.859678854756458,37.239579560676056,https://www.mubawab.tn/fr/a/7869308/terrain-%C3%A0-manzel-abdrahmen-bizerte
134,Terrain viabilisé a Ain mariem Bizerte,Cité Ain Meriem à       Bizerte Nord      ,Terrain,515,280 000,9.8708,37.272,https://www.mubawab.tn/fr/a/7926921/terrain-viabilis%C3%A9-a-ain-mariem-bizerte
135,Terrain d'olives de 3306m² à Ras Jebel,Ras Jebel      ,Terrain,3306,240 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7878952/terrain-d-olives-de-3306m%C2%B2-%C3%A0-ras-jebel
136,"Lot de 2140m² à Ras Jebel, Bizerte",Ras Jebel      ,Terrain,2140,170 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7873382/lot-de-2140m%C2%B2-%C3%A0-ras-jebel-bizerte
137,"Occasion à ne pas rater, terrain à Sounine",Ras Jebel      ,Terrain,271,165 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7879690/occasion-%C3%A0-ne-pas-rater-terrain-%C3%A0-sounine
138,Terrain à vendre à cité Ennasr 2,Cité Ennasr 2 à       Ariana Ville      ,Terrain,800,980 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7916328/terrain-%C3%A0-vendre-%C3%A0-cit%C3%A9-ennasr-2
139,Terrain constructible à vendre à cité el weha Bize,Cite Elwaha à       Bizerte Nord      ,Terrain,352,158 400,9.8708,37.272,https://www.mubawab.tn/fr/a/7871641/terrain-constructible-%C3%A0-vendre-%C3%A0-cit%C3%A9-el-weha-bize
140,Terrain a vendre a monchar,Hammamet Sud à       Hammamet      ,Terrain,700,105 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7945197/terrain-a-vendre-a-monchar
141,Terrain à acheter à Cité Bou Akroucha. Surface totale 174 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,174,73 080,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942070/terrain-%C3%A0-acheter-%C3%A0-cit%C3%A9-bou-akroucha-surface-totale-174-m%C2%B2
142,A Vendre1Hectare entre Raoued et kalaat El Andalous,Raoued à       Raoued      ,Terrain,10000,60 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7930067/a-vendre1hectare-entre-raoued-et-kalaat-el-andalous
143,A Vendre des lots de terrains à BOU HNACH,Bou Hnech à       Raoued      ,Terrain,1000,100 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7929622/a-vendre-des-lots-de-terrains-%C3%A0-bou-hnach
144,3 lots à Rafraf Lahmeri,Raf Raf      ,Terrain,195,117 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7950180/3-lots-%C3%A0-rafraf-lahmeri
145,"2 lots clôturés à Ras Jebel, Bizerte",Ras Jebel      ,Terrain,326,228 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7885021/2-lots-cl%C3%B4tur%C3%A9s-%C3%A0-ras-jebel-bizerte
146,A vendre terrain a la nouvelle soukra,Ain Zaghouan Nord à       La Marsa      ,Terrain,350,490 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7959302/a-vendre-terrain-a-la-nouvelle-soukra
147,"Lot de 600m² à 50 mètres de la route à Rafraf,",Raf Raf      ,Terrain,600,240 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7870551/lot-de-600m%C2%B2-%C3%A0-50-m%C3%A8tres-de-la-route-%C3%A0-rafraf-
148,"Terrain sur la route principale Garia, Metline",Ras Jebel      ,Terrain,410,82 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7875627/terrain-sur-la-route-principale-garia-metline
149,9 Lots sur la route principale Ras Jebel Tunis,Ras Jebel      ,Terrain,300,105 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7870570/9-lots-sur-la-route-principale-ras-jebel-tunis
150,"Réf 3387: terrain, vue panoramique à Ghar EL Melh",Ghar El Melh      ,Terrain,317,98 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7816680/r%C3%A9f-3387-terrain-vue-panoramique-%C3%A0-ghar-el-melh
151,Lot² sur la route principale à Chat Mami,Ras Jebel      ,Terrain,700,210 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7868606/lot%C2%B2-sur-la-route-principale-%C3%A0-chat-mami
152,Vente Terrain Sile,Nabeul à       Nabeul      ,Terrain,594,150 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7899603/vente-terrain-sile
153,Vente par 1000 m² de 19 lots à Metline VUE MER,Metline à       Metline      ,Terrain,1000,150 000,10.0469,37.2464,https://www.mubawab.tn/fr/a/7452191/vente-par-1000-m%C2%B2-de-19-lots-%C3%A0-metline-vue-mer
154,Vente par 1000 m² de 11 lots à Utique,Utique      ,Terrain,11000,150 000,9.9465077,37.0075015,https://www.mubawab.tn/fr/a/7452187/vente-par-1000-m%C2%B2-de-11-lots-%C3%A0-utique
155,A Vendre un terrain Hammamet sud,Yasmine Hammamet à       Hammamet      ,Terrain,175,42 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7801787/a-vendre-un-terrain-hammamet-sud
156,Terrain a vendre en face rond point Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,500,225 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7813055/terrain-a-vendre-en-face-rond-point-hammamet-sud
157,1000m² à vendre avec un titre individuel,Hammamet Sud à       Hammamet      ,Terrain,631,119 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7817874/1000m%C2%B2-%C3%A0-vendre-avec-un-titre-individuel
158,Terrain à acheter à Cité Bou Akroucha. Superficie 256 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,256,10 750,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942016/terrain-%C3%A0-acheter-%C3%A0-cit%C3%A9-bou-akroucha-superficie-256-m%C2%B2
159,Terrain habitation ind. En vente,Mahdia Ville      ,Terrain,414,310 000,11.0661,35.5044,https://www.mubawab.tn/fr/a/7936242/terrain-habitation-ind-en-vente
160,Vente terrain à Cité Bou Akroucha. Superficie 162 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,162,68 040,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942073/vente-terrain-%C3%A0-cit%C3%A9-bou-akroucha-superficie-162-m%C2%B2
161,Senia d'un hectare avec titre individuel,Kélibia      ,Terrain,10000,260 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7875766/senia-d-un-hectare-avec-titre-individuel
162,Terrain habitation ind. En vente,Hammam Sousse à       Hammam Sousse      ,Terrain,493,566 950,10.591507,35.8569,https://www.mubawab.tn/fr/a/7958856/terrain-habitation-ind-en-vente
163,Terrain agricole en vente,Hammamet Nord à       Hammamet      ,Terrain,210,294 000,10.661894,36.419773,https://www.mubawab.tn/fr/a/7958850/terrain-agricole-en-vente
164,Terrain agricole en vente,Hammamet      ,Terrain,312,274 560,10.61457,36.40108,https://www.mubawab.tn/fr/a/7958847/terrain-agricole-en-vente
165,A vendre un beau terrain à Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,281,48 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7335807/a-vendre-un-beau-terrain-%C3%A0-hammamet-sud
166,Terrain,Hammamet Sud à       Hammamet      ,Terrain,250,30 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7958557/terrain
167,A vendre terrain 1000m² au bord de la mer à Nabeul,El Maamoura      ,Terrain,1000,280 000,10.830899047851574,36.5007579874387,https://www.mubawab.tn/fr/a/7628490/a-vendre-terrain-1000m%C2%B2-au-bord-de-la-mer-%C3%A0-nabeul
168,Terrain à vendre,Yasmine Hammamet à       Hammamet      ,Terrain,800,56 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7958466/terrain-%C3%A0-vendre
169,Pour investissement: terrain 540 m² ARIANA SOGHRA,Ariana Essoghra à       Raoued      ,Terrain,540,390 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7949845/pour-investissement-terrain-540-m%C2%B2-ariana-soghra
170,A Vendre un Terrain de 488 à Raoued Plage,Raoued à       Raoued      ,Terrain,488,220 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7934843/a-vendre-un-terrain-de-488-%C3%A0-raoued-plage
171,Terrain de Villa Laelia à Vendre à Ezzahra,Ezzahra à       Ezzahra      ,Terrain,313,480 000,10.16262,36.89147,https://www.mubawab.tn/fr/a/7958347/terrain-de-villa-laelia-%C3%A0-vendre-%C3%A0-ezzahra
172,"A vendre Terrain à Cité Les Orangers, La Manouba",La Manouba à       La Manouba      ,Terrain,324,275 400,10.05538,36.77855,https://www.mubawab.tn/fr/a/7958312/a-vendre-terrain-%C3%A0-cit%C3%A9-les-orangers-la-manouba
173,Terrain les Jardins d'el menzah 3,Cité Rous El Harayek à       Mnihla      ,Terrain,400,220 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7712079/terrain-les-jardins-d-el-menzah-3
174,Beau terrain de coin à soukra choutrana 3,Chotrana 3 à       La Soukra      ,Terrain,681,885 300,10.25,36.883333,https://www.mubawab.tn/fr/a/7958284/beau-terrain-de-coin-%C3%A0-soukra-choutrana-3
175,Terrain proche de la mer R2,Chott Meriem à       Akouda      ,Terrain,614,750 000,10.57,35.87,https://www.mubawab.tn/fr/a/7946255/terrain-proche-de-la-mer-r2
176,Terrain habitation ind. En vente,Sahline      ,Terrain,282,104 000,10.72,35.75,https://www.mubawab.tn/fr/a/7943420/terrain-habitation-ind-en-vente
177,Terrain agricole de 2055m² à Ras Jebel,Ras Jebel      ,Terrain,2055,98 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7947108/terrain-agricole-de-2055m%C2%B2-%C3%A0-ras-jebel
178,Terrain de forme rectangulaire a hammam sousse,Avenue Khezama      ,Terrain,783,861 300,10.618753,35.844,https://www.mubawab.tn/fr/a/7832404/terrain-de-forme-rectangulaire-a-hammam-sousse
179,Terrain de forme rectangulaire à khzema EST,Avenue Khezama      ,Terrain,413,680 000,10.618753,35.844,https://www.mubawab.tn/fr/a/7832394/terrain-de-forme-rectangulaire-%C3%A0-khzema-est
180,Terrain agricole en vente,Ksour Essef      ,Terrain,720,260 000,10.8357057,35.4318788,https://www.mubawab.tn/fr/a/7934877/terrain-agricole-en-vente
181,A vendre 364 m² à Targui Chott Meriem,Chott Meriem à       Akouda      ,Terrain,364,255 000,10.54783,35.951365,https://www.mubawab.tn/fr/a/7957829/a-vendre-364-m%C2%B2-%C3%A0-targui-chott-meriem
182,Terrain,Hammamet Sud à       Hammamet      ,Terrain,220,19 800,10.61457,36.40108,https://www.mubawab.tn/fr/a/7957766/terrain
183,Terrain Awras à Vendre à La soukra,Dar Fadhal à       La Soukra      ,Terrain,600,960 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7606558/terrain-awras-%C3%A0-vendre-%C3%A0-la-soukra
184,Terrain 500 m² a chotrana 2,Chotrana 2 à       La Soukra      ,Terrain,500,550 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7947775/terrain-500-m%C2%B2-a-chotrana-2
185,A vendre terrain 401m2 à kalaa sghira,Kalâa Sghira      ,Terrain,401,220 000,10.5545,35.83238,https://www.mubawab.tn/fr/a/7819977/a-vendre-terrain-401m2-%C3%A0-kalaa-sghira
186,A vendre terrain à route ceinture prés mall of sou,Hammam Sousse à       Hammam Sousse      ,Terrain,503,125 000,10.5972,35.8569,https://www.mubawab.tn/fr/a/7842940/a-vendre-terrain-%C3%A0-route-ceinture-pr%C3%A9s-mall-of-sou
187,A vendre 803m2 à khezema ouest,Khezama Ouest      ,Terrain,803,883 000,10.6179,35.7218,https://www.mubawab.tn/fr/a/7857514/a-vendre-803m2-%C3%A0-khezema-ouest
188,A vendre terrain 650m2 à chott romaine akouda,Akouda à       Akouda      ,Terrain,650,182 000,10.57,35.87,https://www.mubawab.tn/fr/a/7870514/a-vendre-terrain-650m2-%C3%A0-chott-romaine-akouda
189,A vendre terrain 692m2 à chott romaine akouda,Akouda à       Akouda      ,Terrain,692,193 000,10.57,35.87,https://www.mubawab.tn/fr/a/7870515/a-vendre-terrain-692m2-%C3%A0-chott-romaine-akouda
190,Un beau terrain bien placé à Hammamet,Hammamet Nord à       Hammamet      ,Terrain,348,417 600,10.61457,36.40108,https://www.mubawab.tn/fr/a/7794736/un-beau-terrain-bien-plac%C3%A9-%C3%A0-hammamet
191,Terrain industrielle a Mornaguia,Mornaguia à       Mornaguia      ,Terrain,415,166 000,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7957507/terrain-industrielle-a-mornaguia
192,Terrain a vendre a raoued,Raoued à       Raoued      ,Terrain,284,100 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7957502/terrain-a-vendre-a-raoued
193,A vendre 264m² à targui chott Meriem,Akouda à       Akouda      ,Terrain,264,185 000,10.57,35.87,https://www.mubawab.tn/fr/a/7957478/a-vendre-264m%C2%B2-%C3%A0-targui-chott-meriem
194,Terrain 1017 m² 2ème position à ain grinz Kelibia,Kélibia      ,Terrain,1017,180 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/6953363/terrain-1017-m%C2%B2-2%C3%A8me-position-%C3%A0-ain-grinz-kelibia
195,Terrain agricole 8 755 m² à Kelibia,Kélibia      ,Terrain,8755,650 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7913091/terrain-agricole-8-755-m%C2%B2-%C3%A0-kelibia
196,À vendre Terrain de 405 m² à Jinene Beni Khiar Nabe,Beni Khiar à       Beni Khiar      ,Terrain,405,283 500,10.78,36.47,https://www.mubawab.tn/fr/a/7936865/%C3%A0-vendre-terrain-de-405-m%C2%B2-%C3%A0-jinene-beni-khiar-nabe
197,Un terrain a vendre à Bouficha,Bouficha      ,Terrain,2600,160 000,10.45554,36.30084,https://www.mubawab.tn/fr/a/7948224/un-terrain-a-vendre-%C3%A0-bouficha
198,A Vendre un terrain à Nahli,Riadh al Andalous à       Ariana Ville      ,Terrain,500,200 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7929639/a-vendre-un-terrain-%C3%A0-nahli
199,A Vendre un terrain à Nahli,Riadh al Andalous à       Ariana Ville      ,Terrain,1038,350 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7929634/a-vendre-un-terrain-%C3%A0-nahli
200,A vendre Un terrain à la Marsa plage,La Marsa à       La Marsa      ,Terrain,400,1 500 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7880928/a-vendre-un-terrain-%C3%A0-la-marsa-plage
201,À vendre Terrain agricole de 1040m² Route Somaa Na,Nabeul à       Nabeul      ,Terrain,1040,280 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7943634/%C3%A0-vendre-terrain-agricole-de-1040m%C2%B2-route-somaa-na
202,"Terrain de Coin de 294m² à Cité El Riadh, Nabeul",Nabeul à       Nabeul      ,Terrain,294,382 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7647968/terrain-de-coin-de-294m%C2%B2-%C3%A0-cit%C3%A9-el-riadh-nabeul
203,"À vendre Terrain de 322m² à Cité Romen, Hammamet",Hammamet Nord à       Hammamet      ,Terrain,322,225 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7642842/%C3%A0-vendre-terrain-de-322m%C2%B2-%C3%A0-cit%C3%A9-romen-hammamet
204,A vendre terrain de 305m² à jinen béni khair,Beni Khiar à       Beni Khiar      ,Terrain,305,244 000,10.78,36.47,https://www.mubawab.tn/fr/a/7925023/a-vendre-terrain-de-305m%C2%B2-%C3%A0-jinen-b%C3%A9ni-khair
205,A vendre un terrain,Cité El Wafa à       Nabeul      ,Terrain,535,642 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7957380/a-vendre-un-terrain
206,A Vendre un terrain à Manaret el Hammamet,Hammamet Sud à       Hammamet      ,Terrain,275,104 500,10.61457,36.40108,https://www.mubawab.tn/fr/a/7827795/a-vendre-un-terrain-%C3%A0-manaret-el-hammamet
207,A vendre un terrain pas loin de yasmine hammamet,Hammamet Sud à       Hammamet      ,Terrain,2000,140 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7328373/a-vendre-un-terrain-pas-loin-de-yasmine-hammamet
208,Opportunité d'investissement à Louis Braille,Tunis Belvedere à       El Menzah      ,Terrain,267,1 200 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7871690/opportunit%C3%A9-d-investissement-%C3%A0-louis-braille
209,Vente Terrain constructible à Rades plage,Rades Plage à       Rades      ,Terrain,197,170 000,10.2736,36.7609,https://www.mubawab.tn/fr/a/7932430/vente-terrain-constructible-%C3%A0-rades-plage
210,Terrain habitation ind. En Vente,Hergla      ,Terrain,422,499 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7884663/terrain-habitation-ind-en-vente
211,Terrain habitation qui fait le coin à Hergla,Hergla      ,Terrain,578,317 900,10.5079,36.0301,https://www.mubawab.tn/fr/a/7901708/terrain-habitation-qui-fait-le-coin-%C3%A0-hergla
212,Terrain agricole en vente,Hergla      ,Terrain,2764,180 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7955005/terrain-agricole-en-vente
213,Terrain habitation de 385 m² à cité Nozha,Hergla      ,Terrain,385,273 350,10.5079,36.0301,https://www.mubawab.tn/fr/a/7882112/terrain-habitation-de-385-m%C2%B2-%C3%A0-cit%C3%A9-nozha
214,Terrain habitation a 400 mètres de la plage,Hergla      ,Terrain,367,251 395,10.5079,36.0301,https://www.mubawab.tn/fr/a/7928760/terrain-habitation-a-400-m%C3%A8tres-de-la-plage
215,Terrain Agricole en vente,Hergla      ,Terrain,500,50 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7950170/terrain-agricole-en-vente
216,A vendre Terrain avec vielle Maison à la soukra,La Soukra à       La Soukra      ,Terrain,1800,900 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7906100/a-vendre-terrain-avec-vielle-maison-%C3%A0-la-soukra
217,Terrain a vendre a Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,500,30 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7937997/terrain-a-vendre-a-hammamet-sud
218,Terrain a khzema,Khezama à       Sousse Jaouhara      ,Terrain,4359,7 471 500,10.618753,35.844,https://www.mubawab.tn/fr/a/7695120/terrain-a-khzema
219,Vente terrain à jardin menzah1 437m2,Mnihla à       Mnihla      ,Terrain,473,437 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7934370/vente-terrain-%C3%A0-jardin-menzah1-437m2
220,Deux lots a vendre,Houmt Souk à       Houmt Souk      ,Terrain,340,85 000,10.841209759708528,33.875215113645844,https://www.mubawab.tn/fr/a/7923043/deux-lots-a-vendre
221,Terrains d’habitation à Kelibia,Kélibia      ,Terrain,269,80 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7398431/terrains-d%E2%80%99habitation-%C3%A0-kelibia
222,Terrain agricole en vente,Hergla      ,Terrain,1382,90 000,10.496055364990236,36.0192709881049,https://www.mubawab.tn/fr/a/7952988/terrain-agricole-en-vente
223,Des lots de terrains a El menchar,Hammamet Sud à       Hammamet      ,Terrain,500,75 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7956876/des-lots-de-terrains-a-el-menchar
224,"A NE PAS RATER, Terrain d'olives à Ras Jebel",Ras Jebel      ,Terrain,457,75 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7956812/a-ne-pas-rater-terrain-d-olives-%C3%A0-ras-jebel
225,Terrain à Bhar Lazreg,Bhar Lazreg à       La Marsa      ,Terrain,300,195 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7535806/terrain-%C3%A0-bhar-lazreg
226,A vendre un Terrain à Hammamet Nord Elkharouba,Hammamet Nord à       Hammamet      ,Terrain,1000,600 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7847062/a-vendre-un-terrain-%C3%A0-hammamet-nord-elkharouba
227,Un terrain commercial R7 à vendre situé à Sahloul,Sahloul à       Sousse Jaouhara      ,Terrain,8000,16 000 000,10.594322,35.840333,https://www.mubawab.tn/fr/a/7956673/un-terrain-commercial-r7-%C3%A0-vendre-situ%C3%A9-%C3%A0-sahloul
228,Un terrain commercial R7 à vendre à Sahloul,Sahloul à       Sousse Jaouhara      ,Terrain,1000,3 500 000,10.594322,35.840333,https://www.mubawab.tn/fr/a/7956656/un-terrain-commercial-r7-%C3%A0-vendre-%C3%A0-sahloul
229,Un très beau terrain pour villa à la Soukra,Chotrana 2 à       La Soukra      ,Terrain,966,1 255 800,10.217961,36.896544,https://www.mubawab.tn/fr/a/7851820/un-tr%C3%A8s-beau-terrain-pour-villa-%C3%A0-la-soukra
230,Vente sidi thabet terrain 24000m² zone hors irrigation,Borj Youssef à       Sidi Thabet      ,Terrain,24000,250 000,10.2243965,36.8240829,https://www.mubawab.tn/fr/a/7907694/vente-sidi-thabet-terrain-24000m%C2%B2-zone-hors-irrigation
