id,title,city,property,area(m²),rooms,price(TND),longitude,latitude,link
867,A vendre Maison ancienne au cœur de la Marsa,La Marsa à       La Marsa      ,Maison,290,5,1 300 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7323825/a-vendre-maison-ancienne-au-c%C5%93ur-de-la-marsa
868,Bonne affaire: Maison S2 avec garage,Bou Mhel à       Boumhel Bassatine      ,Maison,111,2,199 800,10.279821110115037,36.726452515319366,https://www.mubawab.tn/fr/a/7761933/bonne-affaire-maison-s2-avec-garage
869,Maison à Ibn Sina proche du métro 6 El Ghazali,Ibn Sina à       El Kabaria      ,Maison,130,3,250 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7718325/maison-%C3%A0-ibn-sina-proche-du-m%C3%A9tro-6-el-ghazali
870,Villa avec 2 studios route de Raoued,Jaafar à       Raoued      ,Maison,560,3,330 000,10.18011583284297,36.91920699376849,https://www.mubawab.tn/fr/a/7759895/villa-avec-2-studios-route-de-raoued
871,A vendre à Raoued Plage,Cité des Juges à       Raoued      ,Maison,80,3,165 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7758549/a-vendre-%C3%A0-raoued-plage
872,A vendre une maison à el médina Tunis,La Medina      ,Maison,121,6,730 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7757836/a-vendre-une-maison-%C3%A0-el-m%C3%A9dina-tunis
873,Duplex à vendre à la Marsa,La Marsa à       La Marsa      ,Maison,135,3,620 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7757452/duplex-%C3%A0-vendre-%C3%A0-la-marsa
874,Très bonne occasion à saisir,Cité Ubn Khaldoun à       El Omrane Superieur      ,Maison,100,3,220 000,,,https://www.mubawab.tn/fr/a/7757264/tr%C3%A8s-bonne-occasion-%C3%A0-saisir
875,A vendre RDC Haut standing d'une villa,Monastir Ville à       Monastir Ville      ,Maison,150,3,310 000,10.826244363784754,35.77526879360524,https://www.mubawab.tn/fr/a/7490180/a-vendre-rdc-haut-standing-d-une-villa
876,Superbe Villa Jumelée avec un apartement séparé,Sousse Riadh à       Sousse Riadh      ,Maison,267,4,380 000,10.5951466558197,35.802521889422934,https://www.mubawab.tn/fr/a/7755876/superbe-villa-jumel%C3%A9e-avec-un-apartement-s%C3%A9par%C3%A9
877,Villa Duplex au meilleur endroit Ibn Khaldoun,Cité Ibn Khaldoun      ,Maison,200,4,530 000,10.133790402419162,36.828938869977456,https://www.mubawab.tn/fr/a/7755894/villa-duplex-au-meilleur-endroit-ibn-khaldoun
878,Une maison indépendante à elhaouaria,El Haouaria      ,Maison,200,2,145 000,11.016667,37.05,https://www.mubawab.tn/fr/a/7755326/une-maison-ind%C3%A9pendante-%C3%A0-elhaouaria
879,Agance immo farawla,Hammamet Nord à       Hammamet      ,Maison,220,2,470 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7755250/agance-immo-farawla
880,Vente maison à Megrine Chaker. 3 chambres,Megrine Chaker à       Mégrine      ,Maison,150,3,320 000,10.2622167,36.6938694,https://www.mubawab.tn/fr/a/7755088/vente-maison-%C3%A0-megrine-chaker-3-chambres
881,Vente villa jumelée a jardin d'el Menzah,Cité Ennasr à       Mnihla      ,Maison,220,4,700 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7259963/vente-villa-jumel%C3%A9e-a-jardin-d-el-menzah
882,Maison familiale moderne,Oued Ellil à       Oued Ellil      ,Maison,80,5,200 000,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7753141/maison-familiale-moderne
883,A VENDRE: VILLA deux niveaux séparées à EL MENZEH 5,El Menzah 4 à       El Menzah      ,Maison,980,12,2 400 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7574613/a-vendre-villa-deux-niveaux-s%C3%A9par%C3%A9es-%C3%A0-el-menzeh-5
884,Maison a vendre ras jebel,Ras Jebel      ,Maison,80,2,70 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7752663/maison-a-vendre-ras-jebel
885,Maison agréable Manouba Centre,La Manouba à       La Manouba      ,Maison,376,3,1 020 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7752620/maison-agr%C3%A9able-manouba-centre
886,Villa La Marsa,La Marsa à       La Marsa      ,Maison,390,3,1 450 000,10.2762232,36.8941992,https://www.mubawab.tn/fr/a/7373992/villa-la-marsa
887,Villa de maitre à vendre à Douar Hicher,Douar Hicher à       Douar Hicher      ,Maison,700,5,1 050 000,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7746199/villa-de-maitre-%C3%A0-vendre-%C3%A0-douar-hicher
888,Villa Carthage Hannibal,Carthage à       Carthage      ,Maison,900,7,7 000 000,10.3164051,36.8694317,https://www.mubawab.tn/fr/a/7608554/villa-carthage-hannibal
889,Villa pied dans l'eau,Le Kram      ,Maison,455,2,1 480 000,10.316667,36.833333,https://www.mubawab.tn/fr/a/7738522/villa-pied-dans-l-eau
890,Très belle maison en vente. 2 grandes pièces. Porte blindée et vue sur mer.,Somâa      ,Maison,105,4,170 000,10.781313571738165,36.54458255117953,https://www.mubawab.tn/fr/a/7748910/tr%C3%A8s-belle-maison-en-vente-2-grandes-pi%C3%A8ces-porte-blind%C3%A9e-et-vue-sur-mer-
891,Maison À Vendre À Dar Fadhal 150m² DT,Aouina à       La Marsa      ,Maison,150,2,120 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7552116/maison-%C3%A0-vendre-%C3%A0-dar-fadhal-150m%C2%B2-dt
892,Villa Yasmin Hammamet,Hammamet Sud à       Hammamet      ,Maison,450,3,980 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7462650/villa-yasmin-hammamet
893,Maison à chabbia près de résidence borj el Aal,Tozeur      ,Maison,176,3,180 000,8.122292659289933,33.91592386031578,https://www.mubawab.tn/fr/a/7743359/maison-%C3%A0-chabbia-pr%C3%A8s-de-r%C3%A9sidence-borj-el-aal
894,Villa avec piscine La Soukra,La Soukra à       La Soukra      ,Maison,1065,2,1 950 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7642112/villa-avec-piscine-la-soukra
895,Superbe maison à vendre. Surface de 150 m².,Kalâa Sghira      ,Maison,150,3,85 000,10.5545,35.83238,https://www.mubawab.tn/fr/a/7743068/superbe-maison-%C3%A0-vendre-surface-de-150-m%C2%B2-
896,Maison à la vente à La Marsa,La Marsa à       La Marsa      ,Maison,179,3,650 000,10.2762232,36.8941992,https://www.mubawab.tn/fr/a/7742305/maison-%C3%A0-la-vente-%C3%A0-la-marsa
897,Une maison de campagne à vendre à Kalaa Kabira,Kalâa Kebira      ,Maison,600,3,550 000,10.54372,35.87392,https://www.mubawab.tn/fr/a/7645824/une-maison-de-campagne-%C3%A0-vendre-%C3%A0-kalaa-kabira
